FID,WELL_CLASS,TD,PB,NOX,lat,long
25,G,"7,643.000000000000000",0.000000000000000,"1,454.227201209071400",42.293481319700000,-110.242428118000010
26,G,"7,665.000000000000000",0.000000000000000,"1,445.923016634750200",42.293391552999999,-110.227627422000000
27,G,"7,593.000000000000000",0.000000000000000,"1,482.800583948640500",42.293520601700003,-110.292029760000010
28,G,"7,712.000000000000000","5,300.000000000000000","1,434.738585325190300",42.294381799900002,-110.211756683000000
29,G,"8,841.000000000000000",0.000000000000000,"1,500.101559659993000",42.295320079900002,-110.328280871000000
30,G,"7,950.000000000000000","7,912.000000000000000","1,394.096432534652200",42.295482859400003,-110.144223524000000
31,G,"7,705.000000000000000",0.000000000000000,"1,470.653600696749400",42.296320743700001,-110.281339450000000
32,G,"7,352.000000000000000",0.000000000000000,"1,407.066371976267000",42.296332443200001,-110.170374753999990
33,G,"5,050.000000000000000",0.000000000000000,"1,470.670167317413400",42.296110754899999,-110.280599427000000
34,G,"7,663.000000000000000","7,623.000000000000000","1,418.644544327697100",42.298551983300001,-110.199026108000000
35,G,"7,450.000000000000000","7,420.000000000000000","1,475.949781465664500",42.299160456499997,-110.300820059000000
