	"Start at the Cook Sled, and head toward the Beaufort. John G. and Don Perovich. "					
	Runs from 2.78 km to 5.42 km stake (running NE)					
EM31	Spacing is 5-m nominal.  On the Beuafort it was closer to 5.5m.					
Dist (m)	BH1	E	Snow	Ice+Snow	Ice	Comments
1990	315.24	33.063		173.1	173.1
1995	328.36	33.026		167.4	167.4
2000	329.9	33.024		166.8	166.8
2005	302.42	33.026		178.9	178.9
2010	297.86	33.04		181.0	181.0
2015	311.88	33.028		174.6	174.6
2020	321.66	33.037		170.3	170.3
2025	321.36	33.02		170.4	170.4
2030	312.8	33.031		174.1	174.1
2035	312.8	32.995		174.1	174.1
2040	319.22	33.028		171.3	171.3
2045	324.1	33.028		169.2	169.2
2050	307.62	33.024		176.5	176.5
2055	318.6	33.022		171.6	171.6
2060	311.58	33.02		174.7	174.7
2065	307.62	33.017		176.5	176.5
2070	287.78	32.987		185.8	185.8
2075	310.36	33.013		175.2	175.2
2080	314.02	33.011		173.6	173.6
2085	307.32	33.011		176.6	176.6
2090	319.22	32.963		171.3	171.3
2095	289.3	32.963		185.1	185.1
2100	311.58	33		174.7	174.7
2105	308.54	32.998		176.1	176.1
2110	321.66	32.996		170.3	170.3
2115	318.3	32.974		171.7	171.7
2120	313.42	32.976		173.9	173.9
2125	319.22	32.969		171.3	171.3
2130	321.04	32.941		170.5	170.5
2135	333.86	32.983		165.2	165.2
2140	325.32	32.971		168.7	168.7
2145	311.58	32.98		174.7	174.7
2150	295.72	32.965		182.0	182.0
2155	272.82	32.974		193.4	193.4
2160	303.34	32.936		178.4	178.4
2165	306.7	32.956		176.9	176.9
2170	308.84	32.969		175.9	175.9
2175	334.16	32.969		165.0	165.0
2180	319.22	32.967		171.3	171.3
2185	321.96	32.921		170.1	170.1
2190	316.78	32.963		172.4	172.4
2195	305.48	32.954		177.4	177.4
2200	303.34	32.91		178.4	178.4
2205	307.92	32.943		176.3	176.3
2210	303.04	32.932		178.6	178.6
2215	251.46	32.921		205.3	205.3
2220	277.7	32.919		190.9	190.9
2225	298.46	32.916		180.7	180.7
2230	310.98	32.912		175.0	175.0
2235	307.32	32.893		176.6	176.6
2240	304.56	32.862		177.9	177.9
2245	304.26	32.904		178.0	178.0
2250	300.6	32.912		179.7	179.7
2255	306.7	32.857		176.9	176.9
2260	312.2	32.86		174.4	174.4
2265	320.44	32.851		170.8	170.8
2270	315.56	32.886		172.9	172.9
2275	280.46	32.892		189.5	189.5
2280	306.7	32.89		176.9	176.9
2285	303.96	32.838		178.1	178.1
2290	306.7	32.882		176.9	176.9
2295	285.64	32.879		186.9	186.9
2300	270.08	32.879		194.9	194.9
2305	315.56	32.859		172.9	172.9
2310	299.38	32.827		180.3	180.3
2315	303.64	32.868		178.3	178.3
2320	295.72	32.846		182.0	182.0
2325	310.06	32.822		175.4	175.4
2330	301.52	32.816		179.3	179.3
2335	306.1	32.862		177.2	177.2
2340	318.3	32.855		171.7	171.7
2345	311.88	32.859		174.6	174.6
2350	305.48	32.855		177.4	177.4
2355	313.12	32.816		174.0	174.0
2360	325.02	32.851		168.8	168.8
2365	321.66	32.847		170.3	170.3
2370	319.82	32.844		171.1	171.1
2375	289.3	32.84		185.1	185.1
2380	298.46	32.84		180.7	180.7
2385	296.64	32.842		181.6	181.6
2390	299.38	32.831		180.3	180.3
2395	304.26	32.807		178.0	178.0
2400	288.08	32.825		185.7	185.7
2405	286.86	32.772		186.3	186.3
