,,
,,
Latitude,Longitude,thickness (m)
71.9621320,-157.1566550,0.690
71.9621657,-157.1567030,0.700
71.9621994,-157.1567510,0.715
71.9622331,-157.1567990,0.712
71.9622669,-157.1568470,0.695
71.9623007,-157.1568950,0.688
71.9623345,-157.1569430,0.703
71.9623683,-157.1569909,0.729
71.9624022,-157.1570389,0.754
71.9624361,-157.1570870,0.770
71.9624700,-157.1571350,0.771
71.9625039,-157.1571831,0.761
71.9625379,-157.1572312,0.749
71.9625718,-157.1572793,0.743
71.9626058,-157.1573275,0.744
71.9626398,-157.1573757,0.747
71.9626738,-157.1574239,0.739
71.9627078,-157.1574722,0.721
71.9627418,-157.1575204,0.708
71.9627759,-157.1575687,0.725
71.9628100,-157.1576170,0.789
71.9628441,-157.1576653,0.888
71.9628783,-157.1577137,1.001
71.9629124,-157.1577620,1.149
71.9629466,-157.1578105,1.361
71.9629808,-157.1578590,1.629
71.9630150,-157.1579076,1.943
71.9630492,-157.1579563,2.340
71.9630835,-157.1580050,2.860
71.9631177,-157.1580540,3.420
71.9631520,-157.1581030,3.787
71.9631863,-157.1581522,3.818
71.9632206,-157.1582015,3.666
71.9632549,-157.1582510,3.548
71.9632892,-157.1583005,3.501
71.9633235,-157.1583502,3.474
71.9633578,-157.1584000,3.440
71.9633921,-157.1584499,3.385
71.9634264,-157.1584999,3.291
71.9634607,-157.1585499,3.143
71.9634950,-157.1586000,2.944
71.9635293,-157.1586502,2.711
71.9635636,-157.1587004,2.465
71.9635979,-157.1587507,2.232
71.9636322,-157.1588011,2.049
71.9636664,-157.1588515,1.926
71.9637006,-157.1589020,1.842
71.9637348,-157.1589526,1.768
71.9637689,-157.1590033,1.694
71.9638030,-157.1590541,1.624
71.9638370,-157.1591050,1.567
71.9638710,-157.1591560,1.530
71.9639049,-157.1592071,1.524
71.9639387,-157.1592582,1.547
71.9639726,-157.1593094,1.574
71.9640063,-157.1593607,1.590
71.9640401,-157.1594120,1.593
71.9640738,-157.1594632,1.584
71.9641076,-157.1595145,1.577
71.9641413,-157.1595658,1.578
71.9641750,-157.1596170,1.583
71.9642087,-157.1596682,1.583
71.9642424,-157.1597193,1.574
71.9642762,-157.1597704,1.565
71.9643099,-157.1598215,1.566
71.9643436,-157.1598726,1.570
71.9643773,-157.1599236,1.573
71.9644110,-157.1599747,1.584
71.9644447,-157.1600258,1.616
71.9644784,-157.1600769,1.683
71.9645120,-157.1601280,1.781
71.9645456,-157.1601792,1.868
71.9645792,-157.1602304,1.892
71.9646128,-157.1602816,1.855
71.9646463,-157.1603329,1.833
71.9646798,-157.1603841,1.861
71.9647133,-157.1604354,1.866
71.9647468,-157.1604866,1.794
71.9647802,-157.1605378,1.727
71.9648136,-157.1605889,1.728
71.9648470,-157.1606400,1.755
71.9648804,-157.1606910,1.757
71.9649137,-157.1607420,1.758
71.9649470,-157.1607929,1.803
71.9649803,-157.1608437,1.893
71.9650136,-157.1608945,1.958
71.9650469,-157.1609452,1.955
71.9650802,-157.1609957,1.942
71.9651135,-157.1610463,1.966
71.9651467,-157.1610967,1.979
71.9651800,-157.1611470,1.946
71.9652133,-157.1611972,1.898
71.9652466,-157.1612474,1.886
71.9652798,-157.1612974,1.935
71.9653131,-157.1613474,2.026
71.9653464,-157.1613972,2.137
71.9653797,-157.1614470,2.285
71.9654130,-157.1614966,2.478
71.9654463,-157.1615462,2.643
71.9654797,-157.1615956,2.707
71.9655130,-157.1616450,2.710
71.9655463,-157.1616943,2.732
71.9655797,-157.1617434,2.758
71.9656131,-157.1617925,2.691
71.9656464,-157.1618414,2.522
71.9656798,-157.1618902,2.368
71.9657132,-157.1619388,2.297
71.9657466,-157.1619874,2.252
71.9657801,-157.1620357,2.199
71.9658135,-157.1620840,2.185
71.9658470,-157.1621320,2.201
71.9658805,-157.1621799,2.160
71.9659140,-157.1622276,2.058
71.9659475,-157.1622752,1.987
71.9659811,-157.1623226,2.001
71.9660146,-157.1623699,2.084
71.9660481,-157.1624171,2.215
71.9660816,-157.1624642,2.366
71.9661151,-157.1625112,2.504
71.9661486,-157.1625581,2.613
71.9661820,-157.1626050,2.687
71.9662154,-157.1626518,2.736
71.9662488,-157.1626985,2.817
71.9662821,-157.1627452,2.978
71.9663154,-157.1627918,3.157
71.9663487,-157.1628384,3.266
71.9663820,-157.1628848,3.311
71.9664153,-157.1629313,3.347
71.9664485,-157.1629776,3.427
71.9664818,-157.1630238,3.536
71.9665150,-157.1630700,3.533
71.9665482,-157.1631161,3.358
71.9665815,-157.1631621,3.192
71.9666147,-157.1632080,3.191
71.9666479,-157.1632538,3.271
71.9666811,-157.1632996,3.276
71.9667143,-157.1633453,3.197
71.9667475,-157.1633908,3.103
71.9667807,-157.1634363,2.983
71.9668138,-157.1634817,2.800
71.9668470,-157.1635270,2.632
71.9668802,-157.1635722,2.589
71.9669133,-157.1636173,2.654
71.9669464,-157.1636624,2.710
71.9669795,-157.1637074,2.725
71.9670126,-157.1637524,2.778
71.9707843,-157.1689941,2.280
71.9708182,-157.1690410,2.321
71.9708520,-157.1690880,2.406
71.9708857,-157.1691351,2.539
71.9709194,-157.1691824,2.587
71.9709530,-157.1692297,2.512
71.9709865,-157.1692772,2.424
71.9710200,-157.1693247,2.395
71.9710536,-157.1693723,2.411
71.9710871,-157.1694200,2.446
71.9711207,-157.1694676,2.489
71.9711543,-157.1695153,2.522
71.9711880,-157.1695630,2.516
71.9712218,-157.1696107,2.467
71.9712556,-157.1696584,2.400
71.9712895,-157.1697061,2.331
71.9713234,-157.1697538,2.286
71.9713574,-157.1698016,2.287
71.9713915,-157.1698495,2.303
71.9714256,-157.1698975,2.287
71.9714597,-157.1699455,2.220
71.9714938,-157.1699937,2.115
71.9715280,-157.1700420,2.025
71.9715622,-157.1700905,2.009
71.9715963,-157.1701391,2.093
71.9716305,-157.1701878,2.250
71.9716647,-157.1702367,2.413
71.9716989,-157.1702858,2.504
71.9717331,-157.1703349,2.470
71.9717673,-157.1703843,2.315
71.9718016,-157.1704337,2.106
71.9718358,-157.1704833,1.939
71.9718700,-157.1705330,1.897
71.9719042,-157.1705828,1.981
71.9719385,-157.1706328,2.091
71.9719727,-157.1706829,2.143
71.9720069,-157.1707332,2.145
71.9720411,-157.1707836,2.139
71.9720753,-157.1708341,2.122
71.9721095,-157.1708848,2.079
71.9721437,-157.1709357,2.076
71.9721779,-157.1709868,2.187
71.9722120,-157.1710380,2.351
71.9722461,-157.1710894,2.446
71.9722802,-157.1711410,2.482
71.9723142,-157.1711927,2.556
71.9723483,-157.1712446,2.678
71.9723823,-157.1712966,2.773
71.9724163,-157.1713487,2.819
71.9724502,-157.1714010,2.837
71.9724842,-157.1714532,2.806
71.9725181,-157.1715056,2.744
71.9725520,-157.1715580,2.753
71.9725859,-157.1716104,2.846
71.9726197,-157.1716629,2.878
71.9726536,-157.1717155,2.745
71.9726874,-157.1717680,2.528
71.9727212,-157.1718207,2.363
71.9727550,-157.1718734,2.269
71.9727888,-157.1719262,2.158
71.9728225,-157.1719790,1.971
71.9728563,-157.1720320,1.768
71.9728900,-157.1720850,1.657
71.9729237,-157.1721381,1.646
71.9729574,-157.1721913,1.674
71.9729911,-157.1722446,1.713
71.9730247,-157.1722979,1.742
71.9730584,-157.1723513,1.707
71.9730921,-157.1724047,1.599
71.9731258,-157.1724580,1.502
71.9731595,-157.1725114,1.481
71.9731932,-157.1725647,1.547
71.9732270,-157.1726180,1.709
71.9732608,-157.1726712,1.951
71.9732946,-157.1727244,2.157
71.9733284,-157.1727775,2.198
71.9733623,-157.1728305,2.103
71.9733961,-157.1728834,2.013
71.9734299,-157.1729363,1.976
71.9734637,-157.1729891,1.962
71.9734975,-157.1730418,1.954
71.9735313,-157.1730945,1.928
71.9735650,-157.1731470,1.891
71.9735987,-157.1731995,1.923
71.9736323,-157.1732518,2.036
71.9736659,-157.1733041,2.133
71.9736994,-157.1733563,2.170
71.9737329,-157.1734084,2.193
71.9737664,-157.1734605,2.231
71.9737999,-157.1735125,2.282
71.9738333,-157.1735644,2.426
71.9738666,-157.1736162,2.775
71.9739000,-157.1736680,3.269
71.9739333,-157.1737197,3.689
71.9739666,-157.1737714,3.917
71.9739999,-157.1738230,3.979
71.9740332,-157.1738745,3.907
71.9740665,-157.1739260,3.737
71.9740998,-157.1739774,3.585
71.9741330,-157.1740287,3.580
71.9741663,-157.1740799,3.746
71.9741997,-157.1741310,3.974
71.9742330,-157.1741820,4.148
71.9742664,-157.1742329,4.308
71.9742998,-157.1742838,4.590
71.9743332,-157.1743345,4.992
71.9743666,-157.1743851,5.374
71.9744001,-157.1744357,5.600
71.9744336,-157.1744861,5.610
71.9744672,-157.1745365,5.473
71.9745008,-157.1745867,5.283
71.9745344,-157.1746369,5.103
71.9745680,-157.1746870,5.010
71.9746017,-157.1747370,5.014
71.9746354,-157.1747869,5.015
71.9746691,-157.1748368,4.965
71.9747028,-157.1748866,4.870
71.9747365,-157.1749364,4.718
71.9747703,-157.1749861,4.604
71.9748040,-157.1750359,4.624
71.9748377,-157.1750856,4.615
71.9748714,-157.1751353,4.361
71.9749050,-157.1751850,3.950
71.9749386,-157.1752347,3.596
71.9749722,-157.1752845,3.317
71.9750057,-157.1753343,3.051
71.9750393,-157.1753841,2.852
71.9750728,-157.1754339,2.789
71.9751062,-157.1754837,2.833
71.9751397,-157.1755335,2.918
71.9751731,-157.1755834,3.008
71.9752066,-157.1756332,3.084
71.9752400,-157.1756830,3.155
71.9752734,-157.1757328,3.257
71.9753068,-157.1757826,3.342
71.9753403,-157.1758325,3.311
71.9753737,-157.1758824,3.184
71.9754072,-157.1759323,3.066
71.9754407,-157.1759822,2.982
71.9754742,-157.1760323,2.887
71.9755077,-157.1760824,2.745
71.9755414,-157.1761327,2.557
71.9755750,-157.1761830,2.373
71.9756087,-157.1762335,2.261
71.9756425,-157.1762840,2.226
71.9756763,-157.1763347,2.221
71.9757102,-157.1763855,2.244
71.9757441,-157.1764364,2.317
71.9757782,-157.1764874,2.383
71.9758123,-157.1765384,2.371
71.9758464,-157.1765895,2.314
71.9758807,-157.1766407,2.301
71.9759150,-157.1766920,2.350
71.9759494,-157.1767433,2.397
71.9759839,-157.1767947,2.365
71.9760185,-157.1768461,2.253
71.9760531,-157.1768976,2.163
71.9760878,-157.1769491,2.198
71.9761225,-157.1770008,2.309
71.9761573,-157.1770525,2.342
71.9761922,-157.1771042,2.257
71.9762271,-157.1771561,2.150
71.9762620,-157.1772080,2.084
71.9762970,-157.1772600,2.029
71.9763319,-157.1773121,1.960
71.9763670,-157.1773642,1.904
71.9764020,-157.1774164,1.878
71.9764371,-157.1774686,1.862
71.9764722,-157.1775209,1.830
71.9765074,-157.1775732,1.783
71.9765425,-157.1776255,1.759
71.9765778,-157.1776777,1.765
71.9766130,-157.1777300,1.741
71.9766483,-157.1777822,1.671
71.9766836,-157.1778345,1.634
71.9767190,-157.1778866,1.659
71.9767544,-157.1779387,1.690
71.9767898,-157.1779908,1.684
71.9768253,-157.1780428,1.665
71.9768609,-157.1780947,1.690
71.9768965,-157.1781466,1.776
71.9769322,-157.1781983,1.861
71.9769680,-157.1782500,1.890
71.9770038,-157.1783016,1.914
71.9770397,-157.1783530,2.002
71.9770756,-157.1784044,2.126
71.9771115,-157.1784557,2.217
71.9771474,-157.1785069,2.250
71.9771832,-157.1785580,2.245
71.9772188,-157.1786091,2.239
71.9772544,-157.1786601,2.258
71.9772898,-157.1787111,2.297
71.9773250,-157.1787620,2.334
71.9773600,-157.1788129,2.346
71.9773948,-157.1788637,2.313
71.9774295,-157.1789145,2.236
71.9774640,-157.1789652,2.143
71.9774984,-157.1790158,2.063
71.9775328,-157.1790663,2.007
71.9775671,-157.1791167,1.968
71.9776014,-157.1791670,1.954
71.9776357,-157.1792171,1.981
71.9776700,-157.1792670,2.043
71.9777044,-157.1793168,2.106
71.9777388,-157.1793664,2.159
71.9777733,-157.1794159,2.242
71.9778079,-157.1794652,2.395
71.9778424,-157.1795145,2.601
71.9778770,-157.1795636,2.829
71.9779115,-157.1796128,3.065
71.9779460,-157.1796619,3.248
71.9779805,-157.1797109,3.309
71.9780150,-157.1797600,3.260
71.9780494,-157.1798091,3.161
71.9780838,-157.1798582,3.039
71.9781181,-157.1799073,2.904
71.9781524,-157.1799565,2.776
71.9781867,-157.1800057,2.673
71.9782209,-157.1800549,2.586
71.9782552,-157.1801041,2.482
71.9782894,-157.1801534,2.361
71.9783237,-157.1802027,2.269
71.9783580,-157.1802520,2.241
71.9783923,-157.1803013,2.244
71.9784266,-157.1803507,2.239
71.9784610,-157.1804001,2.232
71.9784954,-157.1804496,2.252
71.9785298,-157.1804990,2.301
71.9785642,-157.1805485,2.372
71.9785986,-157.1805981,2.469
71.9786331,-157.1806477,2.620
71.9786675,-157.1806973,2.887
71.9787020,-157.1807470,3.293
71.9787365,-157.1807967,3.701
71.9787710,-157.1808465,3.929
71.9788055,-157.1808964,3.989
71.9788401,-157.1809463,4.056
71.9788746,-157.1809963,4.254
71.9789093,-157.1810464,4.555
71.9789439,-157.1810966,4.820
71.9789786,-157.1811470,4.919
71.9790133,-157.1811974,4.817
71.9790480,-157.1812480,4.562
71.9790828,-157.1812987,4.266
71.9791176,-157.1813496,4.033
71.9791525,-157.1814006,3.843
71.9791874,-157.1814517,3.598
71.9792224,-157.1815029,3.307
71.9792574,-157.1815542,3.070
71.9792925,-157.1816055,2.941
71.9793276,-157.1816570,2.882
71.9793628,-157.1817085,2.819
71.9793980,-157.1817600,2.737
71.9794333,-157.1818116,2.693
71.9794686,-157.1818632,2.729
71.9795040,-157.1819148,2.832
71.9795394,-157.1819665,2.975
71.9795748,-157.1820182,3.129
71.9796102,-157.1820699,3.257
71.9796457,-157.1821216,3.350
71.9796811,-157.1821734,3.445
71.9797166,-157.1822252,3.525
71.9797520,-157.1822770,3.465
71.9797874,-157.1823288,3.203
71.9798228,-157.1823807,2.873
71.9798582,-157.1824325,2.652
71.9798935,-157.1824844,2.590
71.9799288,-157.1825362,2.640
71.9799641,-157.1825880,2.768
71.9799994,-157.1826398,2.970
71.9800346,-157.1826916,3.220
71.9800698,-157.1827433,3.509
71.9801050,-157.1827950,3.848
71.9801401,-157.1828466,4.128
71.9801752,-157.1828982,4.145
71.9802103,-157.1829497,3.900
71.9802453,-157.1830011,3.613
71.9802804,-157.1830524,3.414
71.9803153,-157.1831037,3.240
71.9803503,-157.1831549,3.026
71.9803852,-157.1832060,2.791
71.9804201,-157.1832571,2.572
71.9804550,-157.1833080,2.369
71.9804899,-157.1833589,2.172
71.9805247,-157.1834096,1.992
71.9805595,-157.1834603,1.852
71.9805943,-157.1835109,1.761
71.9806290,-157.1835614,1.711
71.9806637,-157.1836119,1.688
71.9806983,-157.1836623,1.684
71.9807329,-157.1837126,1.692
71.9807675,-157.1837628,1.709
71.9808020,-157.1838130,1.735
71.9808364,-157.1838631,1.776
71.9808708,-157.1839132,1.825
71.9809052,-157.1839632,1.875
71.9809395,-157.1840132,1.932
71.9809738,-157.1840631,2.017
71.9810081,-157.1841130,2.143
71.9810423,-157.1841628,2.285
71.9810765,-157.1842126,2.395
71.9811108,-157.1842623,2.478
71.9811450,-157.1843120,2.572
71.9811792,-157.1843616,2.684
71.9812135,-157.1844113,2.809
71.9812477,-157.1844608,2.968
71.9812819,-157.1845104,3.175
71.9813161,-157.1845599,3.378
71.9813503,-157.1846093,3.483
71.9813845,-157.1846588,3.474
71.9814187,-157.1847082,3.417
71.9814529,-157.1847576,3.328
71.9814870,-157.1848070,3.156
71.9815211,-157.1848564,2.896
71.9815552,-157.1849057,2.617
71.9815892,-157.1849550,2.403
71.9816233,-157.1850044,2.290
71.9816574,-157.1850537,2.275
71.9816914,-157.1851029,2.331
71.9817255,-157.1851522,2.430
71.9817597,-157.1852015,2.557
71.9817938,-157.1852507,2.707
71.9818280,-157.1853000,2.863
71.9818622,-157.1853492,3.005
71.9818965,-157.1853985,3.132
71.9819308,-157.1854477,3.240
71.9819652,-157.1854969,3.297
71.9819996,-157.1855461,3.283
71.9820340,-157.1855953,3.226
71.9820685,-157.1856445,3.181
71.9821030,-157.1856937,3.179
71.9821375,-157.1857429,3.198
71.9821720,-157.1857920,3.193
71.9822065,-157.1858411,3.154
71.9822411,-157.1858903,3.114
71.9822756,-157.1859394,3.094
71.9823102,-157.1859885,3.055
71.9823448,-157.1860376,2.940
71.9823794,-157.1860867,2.760
71.9824140,-157.1861357,2.590
71.9824487,-157.1861848,2.484
71.9824833,-157.1862339,2.425
71.9825180,-157.1862830,2.377
71.9825527,-157.1863321,2.327
71.9825874,-157.1863812,2.282
71.9826221,-157.1864302,2.241
71.9826568,-157.1864792,2.198
71.9826916,-157.1865282,2.152
71.9827263,-157.1865771,2.142
71.9827610,-157.1866260,2.198
71.9827957,-157.1866748,2.269
71.9828304,-157.1867234,2.278
71.9828650,-157.1867720,2.236
71.9828996,-157.1868204,2.224
71.9829342,-157.1868688,2.264
71.9829688,-157.1869170,2.272
71.9830033,-157.1869652,2.174
71.9830378,-157.1870133,2.023
71.9830723,-157.1870613,1.919
71.9831068,-157.1871093,1.872
71.9831412,-157.1871572,1.836
71.9831756,-157.1872051,1.795
71.9832100,-157.1872530,1.790
71.9832444,-157.1873009,1.866
71.9832787,-157.1873487,2.008
71.9833130,-157.1873966,2.120
71.9833473,-157.1874444,2.129
71.9833816,-157.1874922,2.087
71.9834159,-157.1875399,2.086
71.9834502,-157.1875875,2.134
71.9834845,-157.1876351,2.178
71.9835187,-157.1876826,2.190
71.9835530,-157.1877300,2.180
71.9835873,-157.1877773,2.174
71.9836215,-157.1878245,2.185
71.9836558,-157.1878717,2.197
71.9836900,-157.1879187,2.184
71.9837243,-157.1879657,2.130
71.9837585,-157.1880126,2.053
71.9837927,-157.1880595,1.993
71.9838268,-157.1881064,1.985
71.9838609,-157.1881532,2.029
71.9838950,-157.1882000,2.087
71.9839290,-157.1882468,2.136
71.9839630,-157.1882936,2.180
71.9839970,-157.1883403,2.223
71.9840310,-157.1883870,2.253
71.9840649,-157.1884338,2.273
71.9840989,-157.1884805,2.293
71.9841329,-157.1885271,2.293
71.9841669,-157.1885738,2.227
71.9842009,-157.1886204,2.101
71.9842350,-157.1886670,1.979
71.9842691,-157.1887136,1.914
71.9843033,-157.1887601,1.910
71.9843375,-157.1888067,1.933
71.9843717,-157.1888532,1.957
71.9844060,-157.1888998,1.986
71.9844402,-157.1889463,2.040
71.9844744,-157.1889929,2.132
71.9845086,-157.1890396,2.254
71.9845428,-157.1890863,2.382
71.9845770,-157.1891330,2.511
71.9846111,-157.1891798,2.630
71.9846452,-157.1892267,2.685
71.9846793,-157.1892736,2.640
71.9847133,-157.1893206,2.536
71.9847474,-157.1893676,2.443
71.9847814,-157.1894147,2.380
71.9848155,-157.1894617,2.340
71.9848496,-157.1895088,2.318
71.9848838,-157.1895559,2.309
71.9849180,-157.1896030,2.300
71.9849523,-157.1896501,2.306
71.9849866,-157.1896972,2.373
71.9850210,-157.1897443,2.497
71.9850554,-157.1897914,2.581
71.9850898,-157.1898386,2.522
71.9851242,-157.1898858,2.345
71.9851587,-157.1899330,2.171
71.9851931,-157.1899803,2.075
71.9852276,-157.1900276,2.039
71.9852620,-157.1900750,2.024
71.9852964,-157.1901225,2.014
71.9853307,-157.1901700,2.006
71.9853651,-157.1902176,1.972
71.9853994,-157.1902653,1.895
71.9854337,-157.1903130,1.814
71.9854679,-157.1903607,1.793
71.9855022,-157.1904085,1.834
71.9855365,-157.1904563,1.878
71.9855707,-157.1905042,1.885
71.9856050,-157.1905520,1.866
71.9856393,-157.1905999,1.857
71.9856735,-157.1906477,1.874
71.9857078,-157.1906956,1.900
71.9857421,-157.1907436,1.911
71.9857764,-157.1907915,1.893
71.9858107,-157.1908395,1.859
71.9858450,-157.1908875,1.833
71.9858793,-157.1909356,1.830
71.9859137,-157.1909838,1.849
71.9859480,-157.1910320,1.887
71.9859824,-157.1910803,1.941
71.9860167,-157.1911286,2.008
71.9860511,-157.1911770,2.076
71.9860855,-157.1912255,2.125
71.9861199,-157.1912740,2.152
71.9861543,-157.1913225,2.180
71.9861887,-157.1913711,2.226
71.9862231,-157.1914197,2.262
71.9862576,-157.1914683,2.254
71.9862920,-157.1915170,2.221
71.9863264,-157.1915657,2.218
71.9863609,-157.1916144,2.245
71.9863954,-157.1916631,2.240
71.9864298,-157.1917118,2.185
71.9864643,-157.1917606,2.125
71.9864988,-157.1918094,2.084
71.9865334,-157.1918582,2.050
71.9865679,-157.1919071,2.018
71.9866024,-157.1919560,2.009
71.9866370,-157.1920050,2.030
71.9866716,-157.1920540,2.066
71.9867062,-157.1921030,2.109
71.9867408,-157.1921521,2.166
71.9867754,-157.1922012,2.240
71.9868100,-157.1922502,2.313
71.9868447,-157.1922993,2.369
71.9868793,-157.1923483,2.411
71.9869139,-157.1923973,2.449
71.9869484,-157.1924462,2.478
71.9869830,-157.1924950,2.493
71.9870175,-157.1925437,2.504
71.9870521,-157.1925924,2.525
71.9870866,-157.1926410,2.522
71.9871210,-157.1926896,2.427
71.9871555,-157.1927380,2.246
71.9871900,-157.1927865,2.073
71.9872245,-157.1928349,1.958
71.9872590,-157.1928833,1.877
71.9872935,-157.1929316,1.808
71.9873280,-157.1929800,1.748
71.9873625,-157.1930284,1.677
