,,
,,
Latitude,Longitude,thickness (m)
71.8390048,-157.6886886,1.136
71.8389806,-157.6886233,1.177
71.8389564,-157.6885580,1.209
71.8389322,-157.6884927,1.231
71.8389081,-157.6884274,1.250
71.8388840,-157.6883622,1.265
71.8388600,-157.6882970,1.266
71.8388360,-157.6882319,1.250
71.8388120,-157.6881668,1.223
71.8387881,-157.6881018,1.185
71.8387643,-157.6880368,1.132
71.8387405,-157.6879719,1.070
71.8387168,-157.6879069,1.018
71.8386932,-157.6878419,0.991
71.8386697,-157.6877770,0.977
71.8386463,-157.6877120,0.962
71.8386230,-157.6876470,0.954
71.8385998,-157.6875820,0.965
71.8385768,-157.6875169,1.008
71.8385538,-157.6874518,1.086
71.8385310,-157.6873868,1.189
71.8385082,-157.6873217,1.302
71.8384855,-157.6872567,1.419
71.8384628,-157.6871917,1.544
71.8384402,-157.6871267,1.681
71.8384176,-157.6870618,1.824
71.8383950,-157.6869970,1.963
71.8383724,-157.6869323,2.099
71.8383498,-157.6868676,2.247
71.8383273,-157.6868030,2.437
71.8383047,-157.6867385,2.667
71.8382822,-157.6866740,2.877
71.8382597,-157.6866096,3.023
71.8382372,-157.6865451,3.096
71.8382147,-157.6864808,3.024
71.8381924,-157.6864164,2.749
71.8381700,-157.6863520,2.395
71.8381477,-157.6862876,2.130
71.8381254,-157.6862232,1.969
71.8381032,-157.6861588,1.850
71.8380810,-157.6860944,1.771
71.8380587,-157.6860299,1.759
71.8380365,-157.6859654,1.786
71.8380142,-157.6859009,1.794
71.8379919,-157.6858363,1.765
71.8379695,-157.6857717,1.725
71.8379470,-157.6857070,1.696
71.8379244,-157.6856423,1.681
71.8379018,-157.6855775,1.682
71.8378791,-157.6855126,1.697
71.8378563,-157.6854478,1.717
71.8378334,-157.6853828,1.732
71.8378105,-157.6853179,1.745
71.8377874,-157.6852529,1.760
71.8377644,-157.6851880,1.770
71.8377412,-157.6851230,1.771
71.8377180,-157.6850580,1.770
71.8376947,-157.6849930,1.776
71.8376714,-157.6849280,1.793
71.8376480,-157.6848631,1.816
71.8376246,-157.6847981,1.837
71.8376011,-157.6847331,1.848
71.8375776,-157.6846681,1.854
71.8375540,-157.6846031,1.867
71.8375304,-157.6845381,1.895
71.8375067,-157.6844731,1.929
71.8374830,-157.6844080,1.960
71.8374592,-157.6843429,1.975
71.8374354,-157.6842778,1.963
71.8374115,-157.6842127,1.929
71.8373876,-157.6841476,1.909
71.8373636,-157.6840825,1.915
71.8373396,-157.6840174,1.867
71.8373155,-157.6839523,1.693
71.8372914,-157.6838872,1.460
71.8372672,-157.6838221,1.266
71.8372430,-157.6837570,1.121
71.8372187,-157.6836920,0.994
71.8371944,-157.6836269,0.880
71.8371700,-157.6835620,0.783
71.8371457,-157.6834970,0.709
71.8371213,-157.6834321,0.660
71.8370970,-157.6833672,0.629
71.8370726,-157.6833023,0.605
71.8370484,-157.6832375,0.582
71.8370241,-157.6831727,0.563
71.8370000,-157.6831080,0.549
71.8369759,-157.6830433,0.544
71.8369520,-157.6829787,0.551
71.8369281,-157.6829140,0.568
71.8369042,-157.6828495,0.583
71.8368804,-157.6827850,0.590
71.8368567,-157.6827205,0.591
71.8368330,-157.6826561,0.593
71.8368093,-157.6825917,0.602
71.8367856,-157.6825273,0.612
71.8367620,-157.6824630,0.615
71.8367384,-157.6823987,0.615
71.8367148,-157.6823345,0.617
71.8366912,-157.6822703,0.612
71.8366676,-157.6822062,0.596
71.8366442,-157.6821421,0.579
71.8366207,-157.6820780,0.565
71.8365974,-157.6820139,0.550
71.8365742,-157.6819499,0.535
71.8365510,-157.6818860,0.524
71.8365280,-157.6818220,0.510
71.8365051,-157.6817581,0.496
71.8364823,-157.6816942,0.486
71.8364596,-157.6816303,0.478
71.8364370,-157.6815664,0.469
71.8364146,-157.6815025,0.465
71.8363921,-157.6814386,0.461
71.8363698,-157.6813748,0.453
71.8363475,-157.6813109,0.441
71.8363252,-157.6812469,0.433
71.8363030,-157.6811830,0.435
71.8362808,-157.6811190,0.450
71.8362586,-157.6810550,0.473
71.8362365,-157.6809910,0.492
71.8362144,-157.6809270,0.498
71.8361923,-157.6808629,0.499
71.8361702,-157.6807988,0.501
71.8361481,-157.6807346,0.500
71.8361261,-157.6806704,0.495
71.8361040,-157.6806062,0.492
71.8360820,-157.6805420,0.498
71.8360600,-157.6804777,0.505
71.8360380,-157.6804134,0.504
71.8360160,-157.6803491,0.498
71.8359940,-157.6802848,0.494
71.8359720,-157.6802204,0.486
71.8359500,-157.6801560,0.468
71.8359281,-157.6800915,0.448
71.8359061,-157.6800270,0.435
71.8358840,-157.6799625,0.428
71.8358620,-157.6798980,0.421
71.8358399,-157.6798334,0.418
71.8358179,-157.6797689,0.420
71.8357958,-157.6797043,0.424
71.8357736,-157.6796397,0.424
71.8357515,-157.6795750,0.422
71.8357293,-157.6795104,0.423
71.8357070,-157.6794458,0.421
71.8356847,-157.6793812,0.410
71.8356624,-157.6793166,0.400
71.8356400,-157.6792520,0.403
71.8356176,-157.6791874,0.414
71.8355951,-157.6791229,0.429
71.8355725,-157.6790584,0.443
71.8355499,-157.6789939,0.450
71.8355272,-157.6789295,0.449
71.8355045,-157.6788651,0.454
71.8354817,-157.6788008,0.471
71.8354589,-157.6787365,0.497
71.8354360,-157.6786722,0.534
71.8354130,-157.6786080,0.580
71.8353900,-157.6785439,0.622
71.8353669,-157.6784798,0.654
71.8353438,-157.6784157,0.687
71.8353206,-157.6783518,0.731
71.8352973,-157.6782879,0.779
71.8352740,-157.6782242,0.817
71.8352506,-157.6781605,0.847
71.8352271,-157.6780969,0.877
71.8352036,-157.6780334,0.900
71.8351800,-157.6779700,0.903
71.8351563,-157.6779067,0.874
71.8351326,-157.6778436,0.817
71.8351089,-157.6777805,0.750
71.8350851,-157.6777176,0.688
71.8350613,-157.6776547,0.643
71.8350374,-157.6775920,0.613
71.8350135,-157.6775294,0.584
71.8349897,-157.6774668,0.550
71.8349658,-157.6774044,0.509
71.8349420,-157.6773420,0.475
71.8349182,-157.6772797,0.464
71.8348944,-157.6772175,0.470
71.8348707,-157.6771554,0.472
71.8348469,-157.6770934,0.468
71.8348232,-157.6770314,0.467
71.8347995,-157.6769694,0.468
71.8347759,-157.6769075,0.472
71.8347522,-157.6768457,0.483
71.8347286,-157.6767838,0.501
71.8347050,-157.6767220,0.519
71.8346814,-157.6766602,0.531
71.8346579,-157.6765984,0.534
71.8346343,-157.6765367,0.524
71.8346108,-157.6764749,0.511
71.8345873,-157.6764132,0.506
71.8345638,-157.6763515,0.499
71.8345403,-157.6762898,0.483
71.8345169,-157.6762282,0.471
71.8344934,-157.6761666,0.476
71.8344700,-157.6761050,0.490
71.8344466,-157.6760435,0.499
71.8344232,-157.6759819,0.503
71.8343998,-157.6759204,0.510
71.8343765,-157.6758589,0.538
71.8343533,-157.6757973,0.599
71.8343301,-157.6757356,0.687
71.8343069,-157.6756739,0.789
71.8342839,-157.6756121,0.891
71.8342609,-157.6755501,0.986
71.8342380,-157.6754880,1.072
71.8342152,-157.6754257,1.158
71.8341925,-157.6753633,1.266
71.8341699,-157.6753008,1.390
71.8341474,-157.6752381,1.459
71.8341249,-157.6751753,1.409
71.8341025,-157.6751124,1.285
71.8340801,-157.6750494,1.175
71.8340577,-157.6749864,1.108
71.8340354,-157.6749232,1.060
71.8340130,-157.6748600,1.008
71.8339906,-157.6747967,0.947
71.8339683,-157.6747334,0.874
71.8339459,-157.6746700,0.785
71.8339236,-157.6746065,0.692
71.8339013,-157.6745429,0.615
71.8338789,-157.6744792,0.564
71.8338567,-157.6744153,0.532
71.8338344,-157.6743514,0.517
71.8338122,-157.6742873,0.507
71.8337900,-157.6742230,0.498
71.8337679,-157.6741586,0.496
71.8337458,-157.6740940,0.504
71.8337237,-157.6740292,0.522
71.8337017,-157.6739644,0.554
71.8336797,-157.6738994,0.606
71.8336577,-157.6738343,0.673
71.8336358,-157.6737691,0.752
71.8336139,-157.6737038,0.841
71.8335919,-157.6736384,0.934
71.8335700,-157.6735730,1.025
71.8335481,-157.6735075,1.115
71.8335261,-157.6734420,1.212
71.8335042,-157.6733764,1.327
71.8334823,-157.6733108,1.448
71.8334603,-157.6732452,1.557
71.8334383,-157.6731795,1.648
71.8334163,-157.6731139,1.747
71.8333942,-157.6730482,1.881
71.8333721,-157.6729826,2.026
71.8333500,-157.6729170,2.124
71.8333278,-157.6728514,2.172
71.8333056,-157.6727858,2.223
71.8332834,-157.6727203,2.310
71.8332611,-157.6726548,2.416
71.8332388,-157.6725893,2.478
71.8332165,-157.6725238,2.439
71.8331941,-157.6724583,2.330
71.8331717,-157.6723929,2.226
71.8331494,-157.6723274,2.145
71.8331270,-157.6722620,2.062
71.8331046,-157.6721966,1.948
71.8330822,-157.6721312,1.801
71.8330598,-157.6720658,1.636
71.8330374,-157.6720005,1.469
71.8330150,-157.6719352,1.302
71.8329925,-157.6718700,1.151
71.8329699,-157.6718049,1.039
71.8329473,-157.6717398,0.975
71.8329247,-157.6716749,0.950
71.8329020,-157.6716100,0.964
71.8328792,-157.6715453,1.019
71.8328564,-157.6714806,1.109
71.8328335,-157.6714161,1.225
71.8328106,-157.6713517,1.377
71.8327877,-157.6712874,1.577
71.8327647,-157.6712231,1.804
71.8327417,-157.6711590,2.001
71.8327188,-157.6710949,2.111
71.8326959,-157.6710309,2.134
71.8326730,-157.6709670,2.124
71.8326502,-157.6709031,2.130
71.8326274,-157.6708393,2.145
71.8326046,-157.6707756,2.138
71.8325818,-157.6707119,2.110
71.8325591,-157.6706482,2.090
71.8325363,-157.6705845,2.085
71.8325135,-157.6705209,2.072
71.8324907,-157.6704573,2.038
71.8324679,-157.6703936,1.998
71.8324450,-157.6703300,1.965
71.8324221,-157.6702663,1.944
71.8323991,-157.6702027,1.928
71.8323761,-157.6701390,1.893
71.8323530,-157.6700753,1.822
71.8323300,-157.6700116,1.732
71.8323069,-157.6699479,1.639
71.8322839,-157.6698842,1.549
71.8322609,-157.6698204,1.484
71.8322379,-157.6697567,1.480
71.8322150,-157.6696930,1.547
71.8321921,-157.6696293,1.658
71.8321693,-157.6695656,1.777
71.8321466,-157.6695018,1.896
71.8321238,-157.6694381,2.020
71.8321011,-157.6693743,2.140
71.8320785,-157.6693105,2.231
71.8320558,-157.6692467,2.276
71.8320332,-157.6691829,2.281
71.8320106,-157.6691190,2.263
71.8319880,-157.6690550,2.241
71.8319654,-157.6689910,2.210
71.8319428,-157.6689269,2.163
71.8319202,-157.6688628,2.111
71.8318976,-157.6687986,2.066
71.8318751,-157.6687343,2.024
71.8318526,-157.6686700,1.992
71.8318301,-157.6686056,1.982
71.8318077,-157.6685411,1.989
71.8317853,-157.6684766,1.997
71.8317630,-157.6684120,1.999
71.8317408,-157.6683473,2.004
71.8317186,-157.6682826,2.017
71.8316965,-157.6682177,2.023
71.8316744,-157.6681528,1.991
71.8316523,-157.6680878,1.915
71.8316303,-157.6680228,1.839
71.8316082,-157.6679577,1.800
71.8315862,-157.6678925,1.799
71.8315641,-157.6678273,1.814
71.8315420,-157.6677620,1.808
71.8315199,-157.6676966,1.776
71.8314977,-157.6676312,1.759
71.8314755,-157.6675658,1.796
71.8314533,-157.6675003,1.892
71.8314310,-157.6674348,2.056
71.8314088,-157.6673693,2.279
71.8313866,-157.6673037,2.493
71.8313644,-157.6672381,2.621
71.8313422,-157.6671726,2.662
71.8313200,-157.6671070,2.703
71.8312979,-157.6670414,2.828
71.8312758,-157.6669759,3.015
71.8312537,-157.6669104,3.131
71.8312317,-157.6668449,3.036
71.8312097,-157.6667793,2.730
71.8311877,-157.6667139,2.380
71.8311658,-157.6666484,2.135
71.8311438,-157.6665829,1.990
71.8311219,-157.6665174,1.882
71.8311000,-157.6664520,1.792
71.8310781,-157.6663866,1.718
71.8310562,-157.6663212,1.654
71.8310343,-157.6662558,1.600
71.8310124,-157.6661905,1.565
71.8309904,-157.6661252,1.544
71.8309684,-157.6660600,1.526
71.8309464,-157.6659948,1.490
71.8309243,-157.6659298,1.428
71.8309022,-157.6658648,1.352
71.8308800,-157.6658000,1.284
71.8308577,-157.6657353,1.230
71.8308354,-157.6656707,1.183
71.8308130,-157.6656062,1.139
71.8307905,-157.6655418,1.095
71.8307680,-157.6654775,1.040
71.8307455,-157.6654134,0.968
71.8307229,-157.6653494,0.889
71.8307003,-157.6652855,0.815
71.8306777,-157.6652217,0.749
71.8306550,-157.6651580,0.690
71.8306323,-157.6650944,0.640
71.8306096,-157.6650310,0.602
71.8305869,-157.6649677,0.569
71.8305642,-157.6649045,0.545
71.8305414,-157.6648414,0.532
71.8305186,-157.6647785,0.525
71.8304958,-157.6647156,0.525
71.8304729,-157.6646530,0.546
71.8304500,-157.6645904,0.591
71.8304270,-157.6645280,0.650
71.8304040,-157.6644657,0.712
71.8303809,-157.6644036,0.770
71.8303577,-157.6643416,0.831
71.8303345,-157.6642797,0.902
71.8303113,-157.6642179,0.988
71.8302881,-157.6641562,1.079
71.8302648,-157.6640945,1.165
71.8302415,-157.6640330,1.255
71.8302183,-157.6639715,1.338
71.8301950,-157.6639100,1.386
71.8301717,-157.6638486,1.398
71.8301485,-157.6637872,1.400
71.8301252,-157.6637259,1.409
71.8301020,-157.6636646,1.436
71.8300788,-157.6636034,1.477
71.8300556,-157.6635422,1.512
71.8300324,-157.6634811,1.526
71.8300093,-157.6634200,1.524
71.8299861,-157.6633590,1.511
71.8299630,-157.6632980,1.479
71.8299399,-157.6632371,1.430
71.8299168,-157.6631762,1.369
71.8298938,-157.6631154,1.292
71.8298707,-157.6630547,1.196
71.8298477,-157.6629939,1.097
71.8298247,-157.6629331,1.013
71.8298018,-157.6628724,0.933
71.8297788,-157.6628116,0.846
71.8297559,-157.6627508,0.764
71.8297330,-157.6626900,0.696
71.8297101,-157.6626291,0.634
71.8296873,-157.6625682,0.581
71.8296645,-157.6625072,0.548
71.8296417,-157.6624461,0.531
71.8296189,-157.6623849,0.516
71.8295961,-157.6623236,0.505
71.8295733,-157.6622622,0.507
71.8295505,-157.6622006,0.515
71.8295278,-157.6621389,0.509
71.8295050,-157.6620770,0.491
71.8294822,-157.6620149,0.479
71.8294595,-157.6619527,0.475
71.8294367,-157.6618903,0.464
71.8294140,-157.6618278,0.446
71.8293912,-157.6617651,0.425
71.8293685,-157.6617023,0.401
71.8293459,-157.6616394,0.381
71.8293232,-157.6615763,0.381
71.8293006,-157.6615132,0.398
71.8292780,-157.6614500,0.408
71.8292555,-157.6613867,0.395
71.8292330,-157.6613234,0.368
71.8292105,-157.6612599,0.349
71.8291880,-157.6611963,0.355
71.8291655,-157.6611326,0.389
71.8291431,-157.6610688,0.425
71.8291206,-157.6610049,0.431
71.8290981,-157.6609407,0.421
71.8290756,-157.6608765,0.427
71.8290530,-157.6608120,0.456
71.8290304,-157.6607474,0.492
71.8290077,-157.6606825,0.533
71.8289850,-157.6606176,0.590
71.8289622,-157.6605525,0.669
71.8289395,-157.6604872,0.752
71.8289166,-157.6604219,0.826
71.8288938,-157.6603565,0.898
71.8288709,-157.6602910,0.982
71.8288479,-157.6602255,1.084
71.8288250,-157.6601600,1.194
71.8288020,-157.6600945,1.311
71.8287790,-157.6600289,1.449
71.8287560,-157.6599634,1.607
71.8287330,-157.6598978,1.762
71.8287100,-157.6598323,1.907
71.8286870,-157.6597668,2.030
71.8286640,-157.6597013,2.115
71.8286410,-157.6596358,2.158
71.8286180,-157.6595704,2.167
71.8285950,-157.6595050,2.161
71.8285720,-157.6594396,2.156
71.8285491,-157.6593743,2.128
71.8285262,-157.6593091,2.030
71.8285032,-157.6592439,1.863
71.8284803,-157.6591788,1.667
71.8284573,-157.6591138,1.484
71.8284343,-157.6590490,1.340
71.8284112,-157.6589842,1.246
71.8283882,-157.6589195,1.182
71.8283650,-157.6588550,1.117
71.8283418,-157.6587906,1.049
71.8283185,-157.6587264,1.001
71.8282952,-157.6586623,0.979
71.8282719,-157.6585983,0.970
71.8282485,-157.6585345,0.963
71.8282252,-157.6584707,0.966
71.8282018,-157.6584071,1.005
71.8281785,-157.6583437,1.089
71.8281552,-157.6582803,1.210
71.8281320,-157.6582170,1.362
71.8281088,-157.6581538,1.540
71.8280857,-157.6580908,1.736
71.8280627,-157.6580278,1.943
71.8280397,-157.6579649,2.140
71.8280167,-157.6579022,2.293
71.8279937,-157.6578395,2.389
71.8279708,-157.6577770,2.457
71.8279479,-157.6577145,2.502
71.8279249,-157.6576522,2.485
71.8279020,-157.6575900,2.396
71.8278790,-157.6575279,2.304
71.8278561,-157.6574659,2.248
71.8278331,-157.6574040,2.212
71.8278102,-157.6573422,2.179
71.8277872,-157.6572804,2.131
71.8277643,-157.6572187,2.054
71.8277414,-157.6571570,1.956
71.8277186,-157.6570953,1.851
71.8276958,-157.6570337,1.746
71.8276730,-157.6569720,1.641
71.8276503,-157.6569103,1.547
71.8276276,-157.6568486,1.481
71.8276050,-157.6567869,1.458
71.8275825,-157.6567251,1.469
71.8275599,-157.6566633,1.498
71.8275373,-157.6566014,1.543
71.8275148,-157.6565394,1.621
71.8274922,-157.6564774,1.741
71.8274696,-157.6564152,1.904
71.8274470,-157.6563530,2.124
71.8274243,-157.6562906,2.407
71.8274016,-157.6562282,2.706
71.8273789,-157.6561656,2.972
71.8273562,-157.6561029,3.221
71.8273334,-157.6560402,3.498
71.8273107,-157.6559773,3.811
71.8272880,-157.6559143,4.134
71.8272653,-157.6558513,4.427
71.8272426,-157.6557882,4.668
71.8272200,-157.6557250,4.886
71.8271974,-157.6556617,5.118
71.8271749,-157.6555984,5.370
71.8271524,-157.6555350,5.643
71.8271299,-157.6554714,5.897
71.8271074,-157.6554078,6.013
71.8270850,-157.6553441,5.946
71.8270625,-157.6552803,5.818
71.8270400,-157.6552163,5.746
71.8270175,-157.6551522,5.716
71.8269950,-157.6550880,5.676
71.8269724,-157.6550236,5.595
71.8269498,-157.6549591,5.455
71.8269271,-157.6548945,5.275
71.8269045,-157.6548298,5.094
71.8268818,-157.6547650,4.900
71.8268590,-157.6547001,4.663
71.8268363,-157.6546352,4.395
71.8268135,-157.6545702,4.141
71.8267908,-157.6545051,3.911
71.8267680,-157.6544400,3.673
71.8267452,-157.6543749,3.422
71.8267225,-157.6543097,3.190
71.8266997,-157.6542446,2.987
71.8266769,-157.6541794,2.815
71.8266541,-157.6541142,2.696
71.8266313,-157.6540490,2.649
71.8266085,-157.6539838,2.685
71.8265857,-157.6539185,2.831
71.8265629,-157.6538533,3.088
71.8265400,-157.6537880,3.403
71.8265171,-157.6537227,3.715
71.8264942,-157.6536574,3.990
71.8264713,-157.6535922,4.210
71.8264483,-157.6535270,4.363
71.8264253,-157.6534619,4.474
71.8264023,-157.6533968,4.577
71.8263793,-157.6533319,4.666
71.8263562,-157.6532671,4.670
71.8263331,-157.6532025,4.523
71.8263100,-157.6531380,4.260
71.8262869,-157.6530737,4.018
71.8262637,-157.6530096,3.908
71.8262405,-157.6529457,3.914
71.8262173,-157.6528819,3.923
71.8261941,-157.6528183,3.839
71.8261709,-157.6527548,3.646
71.8261477,-157.6526914,3.385
71.8261245,-157.6526282,3.125
71.8261012,-157.6525650,2.932
71.8260780,-157.6525020,2.835
71.8260548,-157.6524390,2.816
71.8260315,-157.6523762,2.848
71.8260083,-157.6523134,2.918
71.8259850,-157.6522507,2.993
71.8259617,-157.6521882,3.024
71.8259385,-157.6521257,3.008
71.8259151,-157.6520634,3.006
71.8258918,-157.6520011,3.061
71.8258684,-157.6519390,3.150
71.8258450,-157.6518770,3.228
71.8258215,-157.6518151,3.287
71.8257981,-157.6517534,3.338
71.8257746,-157.6516917,3.350
71.8257510,-157.6516301,3.291
71.8257275,-157.6515687,3.185
71.8257040,-157.6515072,3.031
71.8256804,-157.6514459,2.796
71.8256569,-157.6513846,2.537
71.8256335,-157.6513233,2.333
71.8256100,-157.6512620,2.159
71.8255866,-157.6512007,1.968
71.8255632,-157.6511395,1.782
71.8255399,-157.6510783,1.628
71.8255166,-157.6510170,1.501
71.8254933,-157.6509558,1.401
71.8254700,-157.6508946,1.325
71.8254467,-157.6508335,1.264
71.8254235,-157.6507723,1.216
71.8254002,-157.6507111,1.174
71.8253770,-157.6506500,1.129
71.8253538,-157.6505889,1.083
71.8253305,-157.6505278,1.040
71.8253073,-157.6504666,0.993
71.8252840,-157.6504055,0.938
71.8252608,-157.6503442,0.884
71.8252376,-157.6502830,0.838
71.8252144,-157.6502216,0.797
71.8251913,-157.6501602,0.762
71.8251681,-157.6500987,0.742
71.8251450,-157.6500370,0.739
71.8251219,-157.6499752,0.739
71.8250989,-157.6499133,0.727
71.8250758,-157.6498512,0.710
71.8250528,-157.6497890,0.704
71.8250298,-157.6497267,0.702
71.8250069,-157.6496642,0.695
71.8249839,-157.6496016,0.690
71.8249609,-157.6495389,0.695
71.8249380,-157.6494760,0.699
71.8249150,-157.6494130,0.690
71.8248920,-157.6493499,0.672
71.8248691,-157.6492866,0.659
71.8248461,-157.6492232,0.650
71.8248231,-157.6491596,0.646
71.8248001,-157.6490959,0.657
71.8247771,-157.6490320,0.704
71.8247541,-157.6489680,0.798
71.8247311,-157.6489038,0.935
71.8247080,-157.6488395,1.099
71.8246850,-157.6487750,1.277
71.8246620,-157.6487103,1.479
71.8246389,-157.6486455,1.718
71.8246159,-157.6485806,1.947
71.8245928,-157.6485155,2.075
71.8245698,-157.6484503,2.085
71.8245468,-157.6483850,2.049
71.8245238,-157.6483196,2.021
71.8245008,-157.6482541,1.993
71.8244779,-157.6481886,1.942
71.8244550,-157.6481230,1.867
71.8244321,-157.6480574,1.791
71.8244093,-157.6479917,1.737
71.8243865,-157.6479260,1.701
71.8243637,-157.6478603,1.673
71.8243410,-157.6477945,1.652
71.8243182,-157.6477287,1.633
71.8242954,-157.6476628,1.613
71.8242727,-157.6475969,1.593
71.8242498,-157.6475310,1.579
71.8242270,-157.6474650,1.585
71.8242041,-157.6473990,1.615
71.8241812,-157.6473330,1.645
71.8241583,-157.6472669,1.655
71.8241353,-157.6472009,1.652
71.8241124,-157.6471348,1.645
71.8240895,-157.6470688,1.630
71.8240666,-157.6470028,1.611
71.8240437,-157.6469368,1.597
71.8240208,-157.6468709,1.589
71.8239980,-157.6468050,1.592
71.8239752,-157.6467392,1.605
71.8239525,-157.6466735,1.610
71.8239299,-157.6466078,1.596
71.8239072,-157.6465422,1.579
71.8238846,-157.6464767,1.581
71.8238621,-157.6464112,1.603
71.8238395,-157.6463458,1.640
71.8238170,-157.6462805,1.687
71.8237945,-157.6462152,1.725
71.8237720,-157.6461500,1.731
71.8237495,-157.6460849,1.711
71.8237270,-157.6460198,1.689
71.8237045,-157.6459548,1.678
71.8236820,-157.6458898,1.678
71.8236595,-157.6458250,1.679
71.8236370,-157.6457602,1.670
71.8236145,-157.6456955,1.650
71.8235920,-157.6456309,1.632
71.8235695,-157.6455664,1.624
71.8235470,-157.6455020,1.625
71.8235245,-157.6454377,1.624
71.8235020,-157.6453735,1.607
71.8234794,-157.6453094,1.581
71.8234569,-157.6452453,1.567
71.8234344,-157.6451814,1.568
71.8234119,-157.6451176,1.575
71.8233894,-157.6450538,1.585
71.8233669,-157.6449901,1.605
71.8233445,-157.6449265,1.643
71.8233220,-157.6448630,1.700
71.8232996,-157.6447995,1.768
71.8232771,-157.6447361,1.834
71.8232547,-157.6446728,1.898
71.8232323,-157.6446095,1.985
71.8232098,-157.6445462,2.120
71.8231874,-157.6444830,2.277
71.8231648,-157.6444197,2.420
71.8231423,-157.6443565,2.595
71.8231197,-157.6442933,2.844
71.8230970,-157.6442300,3.098
71.8230743,-157.6441667,3.278
71.8230514,-157.6441034,3.416
71.8230286,-157.6440400,3.547
71.8230057,-157.6439766,3.636
71.8229827,-157.6439131,3.660
71.8229598,-157.6438496,3.643
71.8229368,-157.6437861,3.605
71.8229139,-157.6437224,3.533
71.8228909,-157.6436588,3.414
71.8228680,-157.6435950,3.256
71.8228451,-157.6435312,3.079
71.8228222,-157.6434673,2.888
71.8227994,-157.6434033,2.689
71.8227766,-157.6433392,2.479
71.8227538,-157.6432751,2.249
71.8227310,-157.6432108,2.001
71.8227083,-157.6431465,1.753
71.8226855,-157.6430821,1.510
71.8226628,-157.6430176,1.279
71.8226400,-157.6429530,1.093
71.8226172,-157.6428883,0.967
71.8225945,-157.6428235,0.875
71.8225717,-157.6427586,0.799
71.8225489,-157.6426937,0.740
71.8225261,-157.6426286,0.701
71.8225033,-157.6425635,0.678
71.8224805,-157.6424982,0.664
71.8224577,-157.6424329,0.655
71.8224349,-157.6423675,0.646
71.8224120,-157.6423020,0.639
71.8223891,-157.6422364,0.637
71.8223662,-157.6421708,0.642
71.8223433,-157.6421050,0.650
71.8223204,-157.6420392,0.655
71.8222975,-157.6419732,0.656
71.8222746,-157.6419072,0.660
71.8222517,-157.6418410,0.664
71.8222288,-157.6417748,0.667
71.8222059,-157.6417085,0.674
71.8221830,-157.6416420,0.687
71.8221601,-157.6415754,0.700
71.8221373,-157.6415088,0.715
71.8221145,-157.6414420,0.744
71.8220917,-157.6413752,0.803
71.8220689,-157.6413083,0.888
71.8220461,-157.6412413,0.990
71.8220233,-157.6411743,1.102
71.8220005,-157.6411072,1.220
71.8219778,-157.6410401,1.331
71.8219550,-157.6409730,1.435
71.8219322,-157.6409059,1.546
71.8219095,-157.6408388,1.640
71.8218867,-157.6407716,1.644
71.8218640,-157.6407045,1.548
71.8218413,-157.6406374,1.420
71.8218186,-157.6405703,1.296
71.8217959,-157.6405032,1.170
71.8217732,-157.6404361,1.054
71.8217506,-157.6403690,0.968
71.8217280,-157.6403020,0.908
71.8217054,-157.6402350,0.861
71.8216829,-157.6401680,0.821
71.8216604,-157.6401010,0.788
71.8216378,-157.6400341,0.763
71.8216154,-157.6399672,0.744
71.8215929,-157.6399003,0.734
71.8215704,-157.6398335,0.732
71.8215479,-157.6397666,0.732
71.8215255,-157.6396998,0.738
71.8215030,-157.6396330,0.756
71.8214805,-157.6395662,0.786
71.8214580,-157.6394995,0.817
71.8214355,-157.6394328,0.839
71.8214130,-157.6393661,0.846
71.8213905,-157.6392996,0.842
71.8213680,-157.6392330,0.835
71.8213455,-157.6391666,0.829
71.8213230,-157.6391003,0.825
71.8213005,-157.6390341,0.818
71.8212780,-157.6389680,0.809
71.8212555,-157.6389020,0.802
71.8212330,-157.6388362,0.804
71.8212105,-157.6387704,0.824
71.8211880,-157.6387048,0.879
71.8211655,-157.6386392,0.989
71.8211430,-157.6385737,1.165
71.8211205,-157.6385082,1.420
71.8210980,-157.6384428,1.788
71.8210755,-157.6383774,2.291
71.8210530,-157.6383120,2.877
71.8210305,-157.6382466,3.463
71.8210080,-157.6381812,4.025
71.8209855,-157.6381158,4.580
71.8209630,-157.6380505,5.109
71.8209405,-157.6379852,5.555
71.8209180,-157.6379200,5.864
71.8208955,-157.6378548,6.020
71.8208730,-157.6377898,6.067
71.8208505,-157.6377248,6.082
71.8208280,-157.6376600,6.077
71.8208055,-157.6375953,5.963
71.8207830,-157.6375307,5.662
71.8207606,-157.6374662,5.250
71.8207381,-157.6374018,4.868
71.8207156,-157.6373376,4.561
71.8206931,-157.6372733,4.292
71.8206706,-157.6372092,4.036
71.8206481,-157.6371451,3.796
71.8206256,-157.6370810,3.582
71.8206030,-157.6370170,3.421
71.8205804,-157.6369530,3.343
71.8205578,-157.6368890,3.336
71.8205352,-157.6368250,3.351
71.8205126,-157.6367610,3.352
71.8204900,-157.6366971,3.344
71.8204674,-157.6366331,3.357
71.8204448,-157.6365691,3.413
71.8204222,-157.6365051,3.508
71.8203996,-157.6364411,3.603
71.8203770,-157.6363770,3.637
71.8203544,-157.6363129,3.578
71.8203319,-157.6362488,3.445
71.8203094,-157.6361847,3.280
71.8202869,-157.6361205,3.112
71.8202644,-157.6360563,2.938
